id	filename	md5	size	state
1b1e0b15-6e38-4e57-8aa0-875a98251013	335df899-015d-4699-8c81-6ee50138581d.FPKM.txt.gz	7a4a19cf95789f27e1eea166611a38cd	335733	validated
1bcf0b95-4954-4f7c-969f-bed1ff72a319	6b2583f1-bbea-4020-ad73-8a59589b8cc3.FPKM.txt.gz	f18ebb96fa5bff7c79c6a93055764262	309827	validated
1c554e3a-5222-4a45-961d-09681d1a959e	ede478f2-f60d-4d60-ab59-a1edd4a0faa7.FPKM.txt.gz	2df80ef90729aefe388a4fbeaa4e0992	335174	validated
1c703894-a0dd-4674-afcc-f43dd882d76d	4929062b-3127-4038-8313-c20cbd274be4.FPKM.txt.gz	054759ec6dd9b48426966d6b2dc53f04	544577	validated
1d29ebda-7e61-4858-9b78-b690ff025c47	37b63776-24ed-4220-91b6-d440b939d75f.FPKM.txt.gz	ad12f51d5a45077d08460086de9d87ff	338444	validated
1d46367f-73c0-4530-970f-4b422c890fdd	baf9f410-063e-414e-992b-a7cd324467bc.FPKM.txt.gz	c286b93be79f1b617a49b81cf16adfbd	335901	validated
1e0e0b07-b5b2-4712-9307-9ff4fb88dc1a	cbab599f-5cad-4d5a-94fd-9598219daade.FPKM.txt.gz	729d212e2fef235dc3f5923f5353b1ba	509419	validated
1e9312ce-989a-46ad-8064-2fc9b6f8612b	76a46f8a-2ce3-4147-a252-0c2392c3f9da.FPKM.txt.gz	882b1bfc4907641aa723fb402dbce678	321851	validated
21024028-f38b-4e03-87d5-ea3b389ba8b9	566b6295-28a9-4a1a-b034-2c19bfa18d06.FPKM.txt.gz	a21946e4d2f939bdb1ca58c3eb31fe3f	340367	validated
235e0496-e966-46c7-b54d-92d1f3b966a5	6d4c0d48-9f92-48cb-be27-a3f5d5173b42.FPKM.txt.gz	1336910f1176f196cdf79fe00e5e4ae9	519894	validated
23a5ed0a-5154-4e92-848a-7dae9b5cd73c	49b93b91-48c1-4b9c-b5e0-f35a46e09a1a.FPKM.txt.gz	cab84bc00a23939e892aaa4011696646	337146	validated
2428f3bf-0c50-40ae-a3a9-d3b982484df7	5c749e48-0666-42ff-9ecb-2d9834faa633.FPKM.txt.gz	a7055d12b2108f1d36d8d13376da5757	322815	validated
2444340b-0d75-48fa-8f41-b332c2473653	21fc7227-cd90-492e-a1d9-68ddc483d31c.FPKM.txt.gz	6bd8ec963c4067a95baf1edcd2b0979d	340376	validated
250d2327-73f6-4d2c-927a-6e49fbd8d249	044f8701-5e9f-4300-beb2-41fef8096685.FPKM.txt.gz	f8aec95e85fd020a209888d85292b57a	309816	validated
2555bc6e-cd65-4bb5-90c6-1ba43215664a	cb8c4f89-609b-4bf1-8c4a-d809a6e85cc5.FPKM.txt.gz	687a4f27b01656c15a2d35c4a76e8906	330288	validated
275b5b9b-fd4b-4bfa-9d15-353bbe1318d7	2478cbbb-bfff-44c9-b13f-7dcd2b2dc033.FPKM.txt.gz	a14d85e20cd6835bfdf8fa457a1a18df	333393	validated
2775cefb-b6c2-491e-8160-89ee502c54fb	7fcb2cd1-d79a-4b65-9e92-6a0db506fcc3.FPKM.txt.gz	f9de600356350c12427b2b3162bd09ee	335267	validated
29239caf-8c9b-4b5a-940d-d3c48057fb31	e0e07b12-1981-4d9a-bdea-9752b53878c1.FPKM.txt.gz	7eb0e4b622b9cea8cb013b3655b1605d	335063	validated
2a4f230d-9548-4cdf-b2a0-5c098eb61cb3	30520ecd-c6bd-4039-9b1a-d3f999235598.FPKM.txt.gz	ffe5bfef3be910973828b86f2575e489	305291	validated
2bcc8486-bccf-49a4-82ab-c3baa634c9c4	c28c346c-fd33-4ba5-8ea7-737214ce54cb.FPKM.txt.gz	6f5d92ff254722055645cc77a5921116	339448	validated
2cab4b2f-c92a-4676-ae32-cc128464f0be	da93966f-b278-4ed3-ad74-2a6726a06a86.FPKM.txt.gz	3f5d50e3c911bb8810524b771b886d2a	337905	validated
2cb55bda-dcce-4687-a7f2-a79318ac248f	30ce3471-112b-426c-ab57-6c0ab8e85dd2.FPKM.txt.gz	7cf3318272b9cac4e6cb96b86df9a4ae	519700	validated
2f45f65a-ded0-49c0-981c-431a54fbd9cc	97512c95-1685-46a9-88db-071766889490.FPKM.txt.gz	5634678fd8bb2805774a4240035ab057	302834	validated
2fbc4bad-d2a4-4bae-b77b-41227366dce6	9f124994-5787-488d-b679-a33419ab63e5.FPKM.txt.gz	53f2bb7e473bf8db9913df67d60b6988	521623	validated
30ea0b71-f563-4d5c-97ed-217911a52942	7989aed0-f0bc-4f0c-a8ae-f084221ed3f5.FPKM.txt.gz	86887c4f26084abe7df64cd6eff07cad	520637	validated
328f103a-1637-48e9-adbf-88b33ee0c245	82275c4f-5976-40e0-ac70-c74250de34ac.FPKM.txt.gz	f5d05b39d2a7903e96ee3b8bf9d4a329	535754	validated
32ae5bc7-5f85-4d18-930b-9e6c3a66ba28	2614badf-59cf-4308-8643-1f460a408552.FPKM.txt.gz	56873c9ad2763812066fefc620f1e73a	338904	validated
32c457e9-c2e4-4aea-a385-125766cfc6f2	be13c589-e2f2-4505-9f12-2de3a8c97fdf.FPKM.txt.gz	d73457755e9f9273fc947daf1a88f0ad	538216	validated
3343e55b-0623-4e88-ac7a-55896fccb32e	8a84b3e2-92a0-4c2b-986b-0efa8a22a8f3.FPKM.txt.gz	d13a63e08a08021689580b3eec226827	304974	validated
33c8ce08-cf8c-4f71-8927-f9e222180776	e72771f8-7ab0-41c6-acce-068cac70743a.FPKM.txt.gz	159e2740150393b0826704eefc994caa	338703	validated
357d4902-ba96-4ac6-8063-7d57e39cf22e	dec5e5a1-09c1-404c-8f50-ff351412dc31.FPKM.txt.gz	d5cc7fb53c94723306b215535485ad01	310215	validated
35d909d3-185c-43b5-b91b-4ad9fc287735	30471596-3380-456a-8e55-2925b108e017.FPKM.txt.gz	04a99fc7d40eeac0052d4683ecc1276a	303364	validated
36cb56b3-3482-4758-8410-5d60d7a5a1ef	c5b00790-f1c8-46ee-bbdc-48fe1cab3e24.FPKM.txt.gz	4526db0d5a8ca7aac6edc02aa9329c26	307598	validated
37038e55-bdc2-4165-bd84-a8302c57279b	430a1276-c1b8-429f-b2fb-6984ad4bc8b3.FPKM.txt.gz	8ef2f096b3cb746dde1370dfef436f0a	340386	validated
37c9794f-b88b-4c47-b66b-7e00228120ed	e1a8caf0-734d-4227-8d96-dba0f60ddd6f.FPKM.txt.gz	8659e1154212302a22a4a80edbf24ec6	341670	validated
38f4dbe4-7d92-4a30-922e-9fcda892e6cc	7cccb817-cdff-45c0-a4cd-9de57d7d8c48.FPKM.txt.gz	7a4fc5cd74d545993cf2524fe0e9056c	510157	validated
3a344ab7-c366-470b-8ce0-e69ba97d9924	bc06ad7f-7af9-4e8c-8bbe-908faf0d7edc.FPKM.txt.gz	5dac8ea1b9cc1334cb4f0dd52b4e024a	300715	validated
3a6da19e-73c4-4cba-b5c3-3a48b998528c	4b377b21-fed6-4684-bd4c-93850e8b5b8a.FPKM.txt.gz	37cfbc5876b6edd9efd70a89a69e785d	499812	validated
3c13390a-1e9c-4e40-8683-b79b03cb082f	93efda82-e564-4f15-b733-e924a049234d.FPKM.txt.gz	8cffa93b4e1d5a9730de187537ca4eb8	522018	validated
3c8b9145-4b23-4ce9-877c-ea1d015343bd	d42d7f7b-1ba5-4ba5-8af2-35755fef2d69.FPKM.txt.gz	17a64cb6001c168ecb1fad185ee2c9dc	525549	validated
3c90e2bc-58c5-4213-a024-7c62117ce948	705c6c97-a5e3-4e67-8470-cafaa5902b9e.FPKM.txt.gz	a1f43e973ae1f34907dfc60eb8bd49b1	340252	validated
3d21f611-9b0c-4e3b-bc11-e42bec4f656a	4069e97d-f69c-4cee-a575-f112c490804d.FPKM.txt.gz	d137b8af019a3784f54140cd43d8cb0a	303966	validated
3d60c441-524c-462e-b1eb-b424992d787f	55461fda-c46a-42a8-acf1-7d39149b799e.FPKM.txt.gz	3fd9b9e30760303b279f25a86ed28345	511815	validated
3d9c5cf8-f126-4899-9758-af71fd45b2c9	464c3bd5-5bd2-415f-919e-a5a779a103c4.FPKM.txt.gz	658150b5dba26e0b7ce78a05b825f5ad	531237	validated
3e7c872c-3788-4d84-981f-4b2a18f562dd	98a25752-dd33-41b0-883f-3ca9cded5c34.FPKM.txt.gz	3f180697232800ba14937a1f26f4c63a	533950	validated
3efd1634-6f3d-4119-8781-51b764019b63	4a39bda3-2a3f-4253-bea1-607260375f07.FPKM.txt.gz	8b6dc759e6abe847b72ef66d8e6a7559	502226	validated
3f857e59-798e-4ecd-aafd-b282ba5b9d1b	01188815-3676-4980-9cb8-7666169328f1.FPKM.txt.gz	e12d6dec946d0903782ade49d22efccc	503320	validated
3f8781cf-51c0-4a95-bd87-4f69c7a3144c	59f31be1-8904-4395-a968-8bc9f68b5160.FPKM.txt.gz	d9b30c0052f7c72915a9e9e121938ca8	505737	validated
3faeb829-277c-41c8-bce9-f8c9df57e575	1c838af2-a56c-46dc-bc5f-a92fdf2549c8.FPKM.txt.gz	07d81e08718d89e473d09a2fc792053f	326131	validated
3fb47db3-e21e-464a-907e-40392612309f	1db5b60f-bd25-4160-a8bf-34a7e0fd7fcb.FPKM.txt.gz	6582327ff08ebc676e0e1e2305ff7a8d	339706	validated
3fe93649-9e49-4f1b-9eea-a4dac6867183	19a3b9bb-d4cb-4925-a87a-57f724141a67.FPKM.txt.gz	3bbd22d23d8d2fab4ab8cdf1c76d35d7	521245	validated
4030c70f-de76-4c87-a94b-9891d20bccc0	f2389819-b8fc-460e-821c-01dba313cce1.FPKM.txt.gz	39e678cd58a7668cda994b6306dc0799	510184	validated
412fb6dc-16ec-411a-b4dc-fcca8186134b	7d0fbed4-b5e1-4633-ac04-e0ee614b90ee.FPKM.txt.gz	7726d711e23a10fb853b8ef466447b6f	498593	validated
41b1fb7d-238b-4121-8dcd-75c4a841161a	b9038119-a0a9-4987-b9e3-02ea055a644a.FPKM.txt.gz	34bb2d86c0a0865c9d848e0319720e2c	507136	validated
4403f1cf-51f6-45bb-8eea-2a4ee08a803c	2eaa996b-267f-4c9c-a58e-d1759c27c46c.FPKM.txt.gz	b18798c0786f15af3a0734dadae8cc19	525766	validated
4435be1e-0e1d-48cb-8b63-33e66506afbd	018e080c-09c4-4911-9025-b5a2384ed71b.FPKM.txt.gz	f3e5720e32d3bb325eb0cf080fabfed2	306693	validated
44410cab-18c8-4818-b459-1e12f2bc0418	3968103d-01b8-4d6c-b86e-a7eb3c520369.FPKM.txt.gz	3446c0cab31ea49382908a8036e2a71c	338631	validated
44653d12-1b4c-42be-8c9c-47b7267af789	b21b2857-b4f5-4627-8fc6-789a990d702c.FPKM.txt.gz	6dd3707fa11621f436da8d0991b872a1	339823	validated
446bbe28-6491-428d-ab42-b4b36a47c90d	c3a3b1ec-1d61-4afd-bf06-3a036894bf39.FPKM.txt.gz	dca2c0f9de95420bf0955fa151d9fb51	511647	validated
44b0414f-f591-4289-babb-1a6746ed0a8a	e5cfe1c3-6211-479e-923b-f23c611bd0aa.FPKM.txt.gz	7969a2c72772be810a16635dc97fb3e5	343043	validated
44e739c9-5b22-4036-b661-090c6fde40ea	4cd85f4f-162e-40a8-ab1d-4f6f562c68ff.FPKM.txt.gz	a1c69bb02ac1a896f3e12714e6dc65c0	528098	validated
44f76077-effd-456f-9ad3-8f92c424b3d8	d82fe12e-60cc-40a0-840d-fb2daadd317a.FPKM.txt.gz	ae2f77734fab32ea35ab645a17391457	318708	validated
4559e0cf-e33e-4a49-818a-ef64e4a67c8c	11c6bb1c-8a43-487b-961d-e05870eacedd.FPKM.txt.gz	803717f3fe96faad1d72f12e127c7282	332760	validated
4662d852-af24-4565-8016-823e27dcbad1	d42ea895-9af8-4747-bf5b-e66b173aa761.FPKM.txt.gz	b06dac10541acec56d294effd7599660	337979	validated
476fa5e9-26a5-43e0-b5cb-f7be80e7e1fd	8fc20125-4c4c-4a40-bd8e-e2d3b12065db.FPKM.txt.gz	39e537143dd77b3a527ff361a35264ab	339672	validated
47f909a0-cf27-4044-86ae-0970427ef5ac	7b11a93d-fde2-4779-b4ab-502480a4c6ed.FPKM.txt.gz	074e7c21491eb9cf0fc480ff5a1f615e	519355	validated
485b9f05-f8e8-437d-b80f-f7219b815c3d	1812aa97-bd9b-4571-b889-7790515ea24b.FPKM.txt.gz	d0b0b89ca24d63c0ef7dfaa57f46edc9	342183	validated
49149f90-13db-4c24-a77c-a5a0fdc80b03	ea5d3610-267d-4779-a880-272f82f9a490.FPKM.txt.gz	624a575ca6539b1727778566640f88b8	342180	validated
495feff5-6d5f-4648-81d8-8055f83c3cb5	8f93838b-38e9-461a-a8ff-eb51680e45ab.FPKM.txt.gz	3ef6d9e9501b9d42d0cba38f70791404	336724	validated
4991bb75-f7a2-429a-89e0-8c4bc8782484	45ae1aa0-546d-4d5b-b47c-e3ba2081d7c9.FPKM.txt.gz	3835bac9e687a80063554772cbfb03b9	335555	validated
4a04a8b4-8601-4906-8370-dc1518982441	84bba63e-1ed1-4832-9559-d7752cc741b2.FPKM.txt.gz	9cf0d4169053d4b1f69835249eb9dcbd	304787	validated
4c307f52-4a1f-4f5e-95ba-c1b4da1a59e8	e93ac4fd-c2d6-4c25-8881-be8710126e64.FPKM.txt.gz	b66cbce66da4fede9fac129a8cb98f2a	335446	validated
4c35107f-2492-429c-b323-4d93953703c2	01f84c45-2058-4e22-b234-52f0a82a97fc.FPKM.txt.gz	5661bba667e10b9b0b71a7468b714453	523753	validated
4d67a12d-9f9a-4f81-b12e-342d61f28be9	b7f66df2-885a-43c6-9fce-8520071d151e.FPKM.txt.gz	36980d2ec4d4eeb47f2f9f6e3e76cbe7	512267	validated
4dbba783-6abf-4ebc-9c6f-f625a6b0c297	75546c1f-e923-443a-ad59-83d93737b898.FPKM.txt.gz	bfd9274536bd89b431d8cef4c721fbae	514819	validated
4ec596e9-7f37-4301-9ff0-f8892c7c5634	a6707dd6-9c95-4950-a984-67b5c1b41598.FPKM.txt.gz	f7f4bea6771cc17529d4ba6161db97ff	305514	validated
4ef2da29-9bd6-44ab-afb6-d163349340db	5c5d6292-a3fa-46b1-a50f-1cbaa4329c55.FPKM.txt.gz	fba623d40335de42405a1d2d9ca2e1f6	334518	validated
4efc0d75-407b-4995-9b20-15316ac02ddc	3263851d-9873-4e4b-93d8-c58cd70b00c6.FPKM.txt.gz	2e19259fcdb2e6ffc6283d366672088a	333167	validated
4f3f3c80-801b-41b7-acff-ab5a87ce979a	684c0492-62d0-45bc-83ae-d61ad66887e1.FPKM.txt.gz	ad0ed07fe62897f661151ee5b8991b72	337184	validated
502ddf9f-cf79-4d3e-9ff4-ecc72cbd7d8f	ccab256e-bee3-46f1-b55e-d2c69f27a181.FPKM.txt.gz	6811bbaee1542ba97bc6caad3add3173	337415	validated
5185e722-da72-41e6-95d3-5e86df39f16a	19627314-9c27-46fc-88c7-a4a4129734f8.FPKM.txt.gz	46dd35e8be98c959442722a65ba36897	307501	validated
51abd28e-9a60-4ba0-a39b-cffdd36ef7b8	a995d6ba-19c7-498f-b2d8-3f9b4b4826a1.FPKM.txt.gz	0b88aa76cd6d8e076018707ea19bdec8	498508	validated
51ac4779-e982-43b2-bb6a-dd4c63951651	5604e9ee-e520-47b3-b783-e02dde552ea2.FPKM.txt.gz	493d583b5a167ceba0e939024b33bacf	317345	validated
5355d419-2c59-43d7-815e-e29b7a9329eb	dd940b8a-1b4a-4b39-a023-3b9605a3eae6.FPKM.txt.gz	920972f668f805432e5325ec6702e213	333342	validated
53aaf772-2876-46eb-8efe-1bbd4c5b6df6	057aa9ac-f22c-4c11-a44d-ad52ae59b4cf.FPKM.txt.gz	2dfa2af74603b64db46cd883522e958c	523855	validated
53c0d870-10da-451b-a685-4bb6a7370ef7	8673ce8c-314b-4eb9-980f-e62fc322359a.FPKM.txt.gz	b685039e54fc17f3c7f64ecf54d1e0d1	338554	validated
53ef3511-5948-40d1-9732-7cb9a68464b2	19566fb9-4846-48ca-91a3-072cb5b916ac.FPKM.txt.gz	0d045ff59221d7b9037eb4cca7e6efcd	324939	validated
54ff73e6-8eff-4ce8-8625-7ceba26240ed	b850c213-ce46-4095-80a7-e38d7de12e08.FPKM.txt.gz	42c9ad952a96bae803c6462c51d87a9d	309431	validated
5585449b-a0bc-47c2-ac43-b9cc38814177	ba92645f-ae42-450f-8b1a-58354da225ac.FPKM.txt.gz	b6f32f8a2c6aabd7248e7709d3b42948	343549	validated
55e73368-3fa0-42b9-a2bc-f17b082f7ed4	8103517e-1192-4e6a-87c2-eb02010fa417.FPKM.txt.gz	5d360cfdeadc40aab4bb58965f724a48	520359	validated
56855900-eafb-4906-bf00-1efb9ecc0862	4b718cd5-3176-4f3a-b293-20a4bec0229a.FPKM.txt.gz	b06edf913c98d52bd5b35f7594a6fefc	335257	validated
571ae6c2-6c1e-4e22-bd2b-6a027dd4550b	c48dcdef-8805-4887-bacc-e351613886a0.FPKM.txt.gz	0f9dd2e857fe45af7d1e276a3d79d1aa	524750	validated
584a91ca-5883-40bd-8bcf-aa6b0c0065ba	51d0123d-f082-4ce1-8f06-e3dafd224a88.FPKM.txt.gz	3223c643ab64554033e992cee8352869	531136	validated
586422d9-b0c8-4812-a5f8-4bb7d2f9b3b5	a9fbe593-42f7-4597-a61c-240408bbe203.FPKM.txt.gz	74abbe482e78c60345144c950db3e60e	481647	validated
58ee2174-1366-4e28-8856-0c62748cac19	7c9ae816-a728-4932-9d36-a14e474667ce.FPKM.txt.gz	da13bc4c7b89daf0c214b9f9926c1913	337908	validated
597e1b6b-277a-4bf6-bc37-900af8331af8	7ca8cca4-bca7-4459-a45c-ac78bef3d94e.FPKM.txt.gz	cac416c69b8be04d55f980c78aa9fe67	337141	validated
5aea92c0-6e71-4eae-8431-e220db4af233	d43a1bfd-f32c-4a87-a560-6a3a5ca460a2.FPKM.txt.gz	1ae961166afc5aedb569ffdd70e00e89	329845	validated
5b51df4f-99be-4e60-a8f2-30ff04e35cd4	62e3c932-a358-4e79-855e-8f4e4ba12e67.FPKM.txt.gz	b41817ef4cd5b4299908471e9caef975	307806	validated
5b6b9a34-d798-402b-83f7-63ef1e1e4811	1548c36f-d41c-4ebe-a86c-66cbc65af67b.FPKM.txt.gz	9375d7f2d84c41919bfb20c1f86ba648	535845	validated
5b9accc3-3f83-4ff6-b4f4-6ff1275270ce	7bd81b4e-0f1b-476d-aca5-b31f69f37581.FPKM.txt.gz	d79646991d1e0a9dcc225f341c80b75d	305824	validated
5cc49dd9-9d11-4e0e-b725-5741b5183e67	21f045a3-cf78-47f9-b36d-d0b3f1e35060.FPKM.txt.gz	297c1794402a939bfb7da50323b98b13	305273	validated
5d019959-8b39-491d-9b1a-ed3a588170c2	b4ce6dd3-35a8-4261-b4d2-a2ab39957593.FPKM.txt.gz	f05ec3ef70cef788bc86e61ad15cb29c	526518	validated
5da56d9f-f071-4d12-9e1d-9768c42ed161	844f025f-f7f5-443a-8c4f-855bfe6c212e.FPKM.txt.gz	3f4475e7a38bd3fceb263889562349c7	511641	validated
5e7ac80c-8d5a-458d-a7a0-58e8a3f2306e	b244f324-fd8a-4d4b-b8f5-bad973c649d5.FPKM.txt.gz	8d2ab578f41652253270b186ea3f6224	524521	validated
